hpo_id1,hpo_term1,hpo_id2,hpo_term2,similarity_score,inverse_verified_by_llm
HP:0000842,Hyperinsulinemia,HP:0031794,Decreased circulating glycerol level,0.8098,f
HP:0000842,Hyperinsulinemia,HP:0031891,Decreased eosinophil count,0.8250,f
HP:0000842,Hyperinsulinemia,HP:0031969,Reduced blood urea nitrogen,0.8119,f
HP:0000842,Hyperinsulinemia,HP:0032098,Hypomanganesemia,0.8993,f
HP:0000842,Hyperinsulinemia,HP:0032210,Decreased circulating free T3,0.7962,f
HP:0000842,Hyperinsulinemia,HP:0032363,Decreased circulating corticosterone level,0.8225,f
HP:0000842,Hyperinsulinemia,HP:0033445,Reduced circulating acylcarnitine concentration,0.8081,f
HP:0000842,Hyperinsulinemia,HP:0033480,Hypobilirubinemia,0.9085,f
HP:0000842,Hyperinsulinemia,HP:0034203,Decreased iduronate sulfatase level,0.8077,f
HP:0000842,Hyperinsulinemia,HP:0034292,Reduced circulating creatine concentration,0.8046,f
HP:0000842,Hyperinsulinemia,HP:0034441,Decreased circulating aspartic acid concentration,0.8096,f
HP:0000842,Hyperinsulinemia,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8000,f
HP:0000842,Hyperinsulinemia,HP:0034870,Reduced circulating urocanic acid concentration,0.8082,f
HP:0000842,Hyperinsulinemia,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8304,f
HP:0000842,Hyperinsulinemia,HP:0034938,Decreased circulating sialic acid concentration,0.8042,f
HP:0000842,Hyperinsulinemia,HP:0040171,Decreased serum testosterone concentration,0.8216,f
HP:0000842,Hyperinsulinemia,HP:0040216,Hypoinsulinemia,0.9594,t
HP:0000842,Hyperinsulinemia,HP:0045014,Hypolipidemia,0.9352,f
HP:0000842,Hyperinsulinemia,HP:0100493,Hypoammonemia,0.9054,f
HP:0000842,Hyperinsulinemia,HP:0100507,Reduced blood folate concentration,0.8192,f
HP:0000842,Hyperinsulinemia,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8343,f
HP:0000842,Hyperinsulinemia,HP:0410245,Decreased circulating IgD concentration,0.7887,f
HP:0000842,Hyperinsulinemia,HP:0410289,Hypoamylasemia,0.8960,f
HP:0000842,Hyperinsulinemia,HP:0410343,Decreased circulating heparan sulfate level,0.8061,f
HP:0000842,Hyperinsulinemia,HP:0430073,Decreased circulating beta-carotene concentration,0.8169,f
HP:0000842,Hyperinsulinemia,HP:0500132,Hypovalinemia,0.9173,f
HP:0000842,Hyperinsulinemia,HP:0500133,Hypotyrosinemia,0.9131,f
HP:0000842,Hyperinsulinemia,HP:0500135,Hypotryptophanemia,0.8752,f
HP:0000842,Hyperinsulinemia,HP:0500136,Hypothreoninemia,0.9273,f
HP:0000842,Hyperinsulinemia,HP:0500139,Hypoprolinemia,0.9100,f
HP:0000842,Hyperinsulinemia,HP:0500140,Decreased circulating hydroxyproline concentration,0.7836,f
HP:0000842,Hyperinsulinemia,HP:0500141,Hypophenylalaninemia,0.8705,f
HP:0000842,Hyperinsulinemia,HP:0500142,Hypolysinemia,0.9138,f
HP:0000842,Hyperinsulinemia,HP:0500143,Hypoleucinemia,0.9265,f
HP:0000842,Hyperinsulinemia,HP:0500144,Hypoisoleucinemia,0.9050,f
HP:0000842,Hyperinsulinemia,HP:0500145,Hypohistidinemia,0.8978,f
HP:0000842,Hyperinsulinemia,HP:0500147,Hypoglutaminemia,0.9305,f
HP:0000842,Hyperinsulinemia,HP:0500150,Hypoglutamatemia,0.9037,f
HP:0000842,Hyperinsulinemia,HP:0500152,Hypocystinemia,0.9136,f
HP:0000842,Hyperinsulinemia,HP:0500154,Hypoalaninemia,0.9312,f
HP:0000842,Hyperinsulinemia,HP:0500157,Hypoasparaginemia,0.8992,f
HP:0000842,Hyperinsulinemia,HP:0500162,Decreased circulating carnosine concentration,0.8007,f
HP:0000842,Hyperinsulinemia,HP:0500163,Hypoornithinemia,0.9229,f
HP:0000842,Hyperinsulinemia,HP:0500182,Hypotaurinemia,0.9326,f
HP:0000843,Hyperparathyroidism,HP:0000829,Hypoparathyroidism,0.9553,t
HP:0000846,Adrenal insufficiency,HP:0002717,Adrenal overactivity,0.9577,t
HP:0000848,Increased circulating renin concentration,HP:0001882,Leukopenia,0.7696,f
HP:0000848,Increased circulating renin concentration,HP:0001888,Lymphopenia,0.7448,f
HP:0000848,Increased circulating renin concentration,HP:0001913,Granulocytopenia,0.7771,f
HP:0000848,Increased circulating renin concentration,HP:0001943,Hypoglycemia,0.7906,f
HP:0000848,Increased circulating renin concentration,HP:0001988,Recurrent hypoglycemia,0.8112,f
HP:0000848,Increased circulating renin concentration,HP:0002148,Hypophosphatemia,0.7840,f
HP:0000848,Increased circulating renin concentration,HP:0002720,Decreased circulating IgA concentration,0.9095,f
HP:0000848,Increased circulating renin concentration,HP:0002850,Decreased circulating total IgM,0.8337,f
HP:0000848,Increased circulating renin concentration,HP:0002900,Hypokalemia,0.7861,f
HP:0000848,Increased circulating renin concentration,HP:0002901,Hypocalcemia,0.8001,f
HP:0000848,Increased circulating renin concentration,HP:0002902,Hyponatremia,0.7866,f
HP:0000848,Increased circulating renin concentration,HP:0002917,Hypomagnesemia,0.7777,f
HP:0000848,Increased circulating renin concentration,HP:0002920,Decreased circulating ACTH concentration,0.9136,f
HP:0000848,Increased circulating renin concentration,HP:0003073,Hypoalbuminemia,0.8054,f
HP:0000848,Increased circulating renin concentration,HP:0003075,Hypoproteinemia,0.7814,f
HP:0000848,Increased circulating renin concentration,HP:0003113,Hypochloremia,0.8229,f
HP:0000848,Increased circulating renin concentration,HP:0003146,Hypocholesterolemia,0.7374,f
HP:0000848,Increased circulating renin concentration,HP:0003233,Decreased HDL cholesterol concentration,0.8559,f
HP:0000848,Increased circulating renin concentration,HP:0003234,Decreased circulating carnitine concentration,0.9384,f
HP:0000848,Increased circulating renin concentration,HP:0003292,Decreased serum leptin,0.8934,f
HP:0000848,Increased circulating renin concentration,HP:0003351,Decreased circulating renin concentration,0.9928,t
HP:0000848,Increased circulating renin concentration,HP:0003537,Hypouricemia,0.7855,f
HP:0000848,Increased circulating renin concentration,HP:0003563,Decreased LDL cholesterol concentration,0.8481,f
HP:0000848,Increased circulating renin concentration,HP:0003572,Low plasma citrulline,0.8756,f
HP:0000848,Increased circulating renin concentration,HP:0003658,Hypomethioninemia,0.8148,f
HP:0000848,Increased circulating renin concentration,HP:0004313,Decreased circulating antibody concentration,0.9044,f
HP:0000848,Increased circulating renin concentration,HP:0004315,Decreased circulating IgG concentration,0.9174,f
HP:0000848,Increased circulating renin concentration,HP:0004319,Decreased circulating aldosterone concentration,0.9116,f
HP:0000848,Increased circulating renin concentration,HP:0005479,Decreased circulating IgE concentration,0.9070,f
HP:0000848,Increased circulating renin concentration,HP:0005510,Transient erythroblastopenia,0.7911,f
HP:0000848,Increased circulating renin concentration,HP:0005961,Hypoargininemia,0.8035,f
HP:0000848,Increased circulating renin concentration,HP:0008163,Decreased circulating cortisol level,0.9088,f
HP:0000848,Increased circulating renin concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8757,f
HP:0000848,Increased circulating renin concentration,HP:0010981,Hypolipoproteinemia,0.7747,f
HP:0000848,Increased circulating renin concentration,HP:0011967,Decreased circulating copper concentration,0.9252,f
HP:0000848,Increased circulating renin concentration,HP:0012052,Low serum calcitriol,0.8419,f
HP:0000848,Increased circulating renin concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8308,f
HP:0000848,Increased circulating renin concentration,HP:0012101,Decreased serum creatinine,0.8942,f
HP:0000848,Increased circulating renin concentration,HP:0012153,Hypotriglyceridemia,0.7776,f
HP:0000848,Increased circulating renin concentration,HP:0012277,Hypoglycinemia,0.7932,f
HP:0000848,Increased circulating renin concentration,HP:0012279,Hyposerinemia,0.7859,t
HP:0000848,Increased circulating renin concentration,HP:0012417,Hypocapnia,0.7591,f
HP:0000848,Increased circulating renin concentration,HP:0012418,Hypoxemia,0.7953,f
HP:0000848,Increased circulating renin concentration,HP:0020222,Hypohomocysteinemia,0.7912,f
HP:0000848,Increased circulating renin concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.8740,f
HP:0000848,Increased circulating renin concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.8980,f
HP:0000848,Increased circulating renin concentration,HP:0030349,Decreased circulating androgen concentration,0.9257,f
HP:0000848,Increased circulating renin concentration,HP:0030689,Decreased glucagon level,0.8338,f
HP:0000848,Increased circulating renin concentration,HP:0030985,Decreased serum bile acid concentration,0.9047,f
HP:0000848,Increased circulating renin concentration,HP:0031242,Decreased circulating chylomicron concentration,0.8872,f
HP:0000848,Increased circulating renin concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8533,f
HP:0000848,Increased circulating renin concentration,HP:0031794,Decreased circulating glycerol level,0.8689,f
HP:0000848,Increased circulating renin concentration,HP:0031891,Decreased eosinophil count,0.8318,f
HP:0000848,Increased circulating renin concentration,HP:0031969,Reduced blood urea nitrogen,0.9007,f
HP:0000848,Increased circulating renin concentration,HP:0032098,Hypomanganesemia,0.8132,f
HP:0000848,Increased circulating renin concentration,HP:0032210,Decreased circulating free T3,0.8960,f
HP:0000848,Increased circulating renin concentration,HP:0032363,Decreased circulating corticosterone level,0.8981,f
HP:0000848,Increased circulating renin concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.8970,f
HP:0000848,Increased circulating renin concentration,HP:0033480,Hypobilirubinemia,0.8040,f
HP:0000848,Increased circulating renin concentration,HP:0034203,Decreased iduronate sulfatase level,0.8427,f
HP:0000848,Increased circulating renin concentration,HP:0034292,Reduced circulating creatine concentration,0.9385,f
HP:0000848,Increased circulating renin concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.9330,f
HP:0000848,Increased circulating renin concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8601,f
HP:0000848,Increased circulating renin concentration,HP:0034870,Reduced circulating urocanic acid concentration,0.9197,f
HP:0000848,Increased circulating renin concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8526,f
HP:0000848,Increased circulating renin concentration,HP:0034938,Decreased circulating sialic acid concentration,0.9049,f
HP:0000848,Increased circulating renin concentration,HP:0040171,Decreased serum testosterone concentration,0.8904,f
HP:0000848,Increased circulating renin concentration,HP:0040216,Hypoinsulinemia,0.8112,f
HP:0000848,Increased circulating renin concentration,HP:0045014,Hypolipidemia,0.7581,f
HP:0000848,Increased circulating renin concentration,HP:0100493,Hypoammonemia,0.8197,f
HP:0000848,Increased circulating renin concentration,HP:0100507,Reduced blood folate concentration,0.8912,f
HP:0000848,Increased circulating renin concentration,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8693,f
HP:0000848,Increased circulating renin concentration,HP:0410245,Decreased circulating IgD concentration,0.8956,f
HP:0000848,Increased circulating renin concentration,HP:0410289,Hypoamylasemia,0.8150,f
HP:0000848,Increased circulating renin concentration,HP:0410343,Decreased circulating heparan sulfate level,0.8798,f
HP:0000848,Increased circulating renin concentration,HP:0430073,Decreased circulating beta-carotene concentration,0.9137,f
HP:0000848,Increased circulating renin concentration,HP:0500132,Hypovalinemia,0.8071,f
HP:0000848,Increased circulating renin concentration,HP:0500133,Hypotyrosinemia,0.7905,f
HP:0000848,Increased circulating renin concentration,HP:0500135,Hypotryptophanemia,0.8036,f
HP:0000848,Increased circulating renin concentration,HP:0500136,Hypothreoninemia,0.8103,f
HP:0000848,Increased circulating renin concentration,HP:0500139,Hypoprolinemia,0.7848,f
HP:0000848,Increased circulating renin concentration,HP:0500140,Decreased circulating hydroxyproline concentration,0.8627,f
HP:0000848,Increased circulating renin concentration,HP:0500141,Hypophenylalaninemia,0.8090,f
HP:0000848,Increased circulating renin concentration,HP:0500142,Hypolysinemia,0.7810,f
HP:0000848,Increased circulating renin concentration,HP:0500143,Hypoleucinemia,0.8017,f
HP:0000848,Increased circulating renin concentration,HP:0500144,Hypoisoleucinemia,0.8146,f
HP:0000848,Increased circulating renin concentration,HP:0500145,Hypohistidinemia,0.7818,f
HP:0000848,Increased circulating renin concentration,HP:0500147,Hypoglutaminemia,0.7919,f
HP:0000848,Increased circulating renin concentration,HP:0500150,Hypoglutamatemia,0.7876,f
HP:0000848,Increased circulating renin concentration,HP:0500152,Hypocystinemia,0.8047,f
HP:0000848,Increased circulating renin concentration,HP:0500154,Hypoalaninemia,0.7956,f
HP:0000848,Increased circulating renin concentration,HP:0500157,Hypoasparaginemia,0.8234,f
HP:0000848,Increased circulating renin concentration,HP:0500162,Decreased circulating carnosine concentration,0.9359,f
HP:0000848,Increased circulating renin concentration,HP:0500163,Hypoornithinemia,0.7994,f
HP:0000848,Increased circulating renin concentration,HP:0500182,Hypotaurinemia,0.8167,f
HP:0000859,Increased circulating aldosterone concentration,HP:0001882,Leukopenia,0.7852,f
HP:0000859,Increased circulating aldosterone concentration,HP:0001888,Lymphopenia,0.7710,f
HP:0000859,Increased circulating aldosterone concentration,HP:0001913,Granulocytopenia,0.7807,f
HP:0000859,Increased circulating aldosterone concentration,HP:0001943,Hypoglycemia,0.8185,f
HP:0000859,Increased circulating aldosterone concentration,HP:0001988,Recurrent hypoglycemia,0.8292,f
HP:0000859,Increased circulating aldosterone concentration,HP:0002148,Hypophosphatemia,0.8058,f
HP:0000859,Increased circulating aldosterone concentration,HP:0002720,Decreased circulating IgA concentration,0.8698,f
HP:0000859,Increased circulating aldosterone concentration,HP:0002850,Decreased circulating total IgM,0.8186,f
HP:0000859,Increased circulating aldosterone concentration,HP:0002900,Hypokalemia,0.7933,f
HP:0000859,Increased circulating aldosterone concentration,HP:0002901,Hypocalcemia,0.8210,f
HP:0000859,Increased circulating aldosterone concentration,HP:0002902,Hyponatremia,0.8093,f
HP:0000859,Increased circulating aldosterone concentration,HP:0002917,Hypomagnesemia,0.8022,f
HP:0000859,Increased circulating aldosterone concentration,HP:0002920,Decreased circulating ACTH concentration,0.8834,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003073,Hypoalbuminemia,0.8322,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003075,Hypoproteinemia,0.8047,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003113,Hypochloremia,0.8149,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003146,Hypocholesterolemia,0.8239,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003233,Decreased HDL cholesterol concentration,0.9081,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003234,Decreased circulating carnitine concentration,0.9356,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003292,Decreased serum leptin,0.8804,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003351,Decreased circulating renin concentration,0.9098,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003537,Hypouricemia,0.7992,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003563,Decreased LDL cholesterol concentration,0.9002,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003572,Low plasma citrulline,0.8726,f
HP:0000859,Increased circulating aldosterone concentration,HP:0003658,Hypomethioninemia,0.8536,f
HP:0000859,Increased circulating aldosterone concentration,HP:0004313,Decreased circulating antibody concentration,0.8841,f
HP:0000859,Increased circulating aldosterone concentration,HP:0004315,Decreased circulating IgG concentration,0.8744,f
HP:0000859,Increased circulating aldosterone concentration,HP:0004319,Decreased circulating aldosterone concentration,0.9951,t
HP:0000859,Increased circulating aldosterone concentration,HP:0005479,Decreased circulating IgE concentration,0.8630,f
HP:0000859,Increased circulating aldosterone concentration,HP:0005510,Transient erythroblastopenia,0.8088,f
HP:0000859,Increased circulating aldosterone concentration,HP:0005961,Hypoargininemia,0.8376,f
HP:0000859,Increased circulating aldosterone concentration,HP:0008163,Decreased circulating cortisol level,0.9378,f
HP:0000859,Increased circulating aldosterone concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8660,f
HP:0000859,Increased circulating aldosterone concentration,HP:0010981,Hypolipoproteinemia,0.8042,f
HP:0000859,Increased circulating aldosterone concentration,HP:0011967,Decreased circulating copper concentration,0.8815,f
HP:0000859,Increased circulating aldosterone concentration,HP:0012052,Low serum calcitriol,0.8629,f
HP:0000859,Increased circulating aldosterone concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8800,f
HP:0000859,Increased circulating aldosterone concentration,HP:0012101,Decreased serum creatinine,0.8678,f
HP:0000859,Increased circulating aldosterone concentration,HP:0012153,Hypotriglyceridemia,0.8175,f
HP:0000859,Increased circulating aldosterone concentration,HP:0012277,Hypoglycinemia,0.8254,f
HP:0000859,Increased circulating aldosterone concentration,HP:0012279,Hyposerinemia,0.8217,f
HP:0000859,Increased circulating aldosterone concentration,HP:0012417,Hypocapnia,0.7884,f
HP:0000859,Increased circulating aldosterone concentration,HP:0012418,Hypoxemia,0.8211,f
HP:0000859,Increased circulating aldosterone concentration,HP:0020222,Hypohomocysteinemia,0.8119,f
HP:0000859,Increased circulating aldosterone concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.9173,f
HP:0000859,Increased circulating aldosterone concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.9228,f
HP:0000859,Increased circulating aldosterone concentration,HP:0030349,Decreased circulating androgen concentration,0.9262,f
HP:0000859,Increased circulating aldosterone concentration,HP:0030689,Decreased glucagon level,0.8774,f
HP:0000859,Increased circulating aldosterone concentration,HP:0030985,Decreased serum bile acid concentration,0.9100,f
HP:0000859,Increased circulating aldosterone concentration,HP:0031242,Decreased circulating chylomicron concentration,0.8938,f
