hpo_id1,hpo_term1,hpo_id2,hpo_term2,inverse_verified_by_llm_openai,inverse_verified_by_llm_aws,inverse_verified_by_llm_deepseek,inverse_verified_by_llm_together,inverse_verified_by_llm_google,inverse_verified_by_llm_xai
HP:0009390,Small epiphyses of the 5th finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,no,no,no,no,no,yes
HP:0003217,Hyperglutaminemia,HP:0500150,Hypoglutamatemia,yes,yes,no,yes,no,no
HP:0011998,Postprandial hyperglycemia,HP:0012051,Reactive hypoglycemia,yes,no,yes,no,yes,yes
HP:0009217,Enlarged epiphysis of the middle phalanx of the 4th finger,HP:0009401,Small epiphyses of the 4th finger,no,yes,yes,yes,yes,yes
HP:0010231,Enlarged epiphyses of the phalanges of the hand,HP:0010254,Small epiphyses of the distal phalanges of the hand,no,yes,no,yes,yes,yes
HP:0010116,Enlarged epiphyses of the hallux,HP:0010146,Small epiphysis of the distal phalanx of the hallux,yes,no,no,no,no,no
HP:0005257,thoracic hypoplasia,HP:0005253,increased anterioposterior diameter of thorax,yes,no,no,yes,yes,yes
HP:0005257,thoracic hypoplasia,HP:0100818,long thorax,yes,no,no,yes,yes,yes
HP:0005257,thoracic hypoplasia,HP:0001552,barrel-shaped chest,yes,no,no,no,no,yes
HP:0006647,congenital microthorax,HP:0005253,increased anterioposterior diameter of thorax,yes,no,no,yes,yes,yes
HP:0006647,congenital microthorax,HP:0100818,long thorax,yes,no,no,yes,no,no
HP:0006647,congenital microthorax,HP:0100625,enlarged thorax,yes,no,no,yes,yes,yes
HP:0006647,congenital microthorax,HP:0001552,barrel-shaped chest,yes,no,no,no,no,yes
HP:0006647,congenital microthorax,HP:0000914,shield chest,no,no,no,no,no,yes
HP:0000774,narrow chest,HP:0005253,increased anterioposterior diameter of thorax,yes,no,no,yes,yes,no
HP:0000774,narrow chest,HP:0100625,enlarged thorax,yes,no,no,yes,yes,yes
HP:0000774,narrow chest,HP:0001552,barrel-shaped chest,yes,no,yes,yes,yes,yes
HP:0000774,narrow chest,HP:0000914,shield chest,no,no,no,yes,no,yes
HP:0006161,short metacarpals with rounded proximal ends,HP:0010493,long metacarpals,yes,no,no,yes,no,no
HP:0010038,short 2nd metacarpal,HP:0010493,long metacarpals,no,no,no,no,yes,no
HP:0010047,short 5th metacarpal,HP:0010493,long metacarpals,no,no,no,no,yes,yes
HP:0006011,cuboidal metacarpal,HP:0010493,long metacarpals,yes,no,no,yes,yes,no
HP:0010044,short 4th metacarpal,HP:0010493,long metacarpals,no,no,no,no,yes,yes
HP:0010034,short 1st metacarpal,HP:0010493,long metacarpals,no,no,no,no,yes,no
HP:0005720,shortening of all metacarpals,HP:0010493,long metacarpals,yes,no,no,yes,yes,yes
HP:0010041,short 3rd metacarpal,HP:0010493,long metacarpals,no,no,no,no,yes,no
HP:6000522,reduced circulating lipoprotein(a) concentration,HP:0010981,hypolipoproteinemia,no,yes,yes,no,no,no
HP:6000522,reduced circulating lipoprotein(a) concentration,HP:0008181,abetalipoproteinemia,no,no,no,yes,no,no
HP:0430148,abnormal circulating lipoprotein(a) concentration,HP:0008181,abetalipoproteinemia,no,no,no,yes,no,no
HP:6000521,elevated circulating lipoprotein(a) concentration,HP:0010981,hypolipoproteinemia,yes,yes,no,no,no,no
HP:6000521,elevated circulating lipoprotein(a) concentration,HP:0008181,abetalipoproteinemia,yes,no,no,yes,no,yes
HP:0012238,increased circulating chylomicron concentration,HP:0010981,hypolipoproteinemia,yes,no,no,no,no,no
HP:0012238,increased circulating chylomicron concentration,HP:0008181,abetalipoproteinemia,yes,no,no,yes,no,yes
HP:0003362,increased vldl cholesterol concentration,HP:0010981,hypolipoproteinemia,yes,no,no,yes,no,no
HP:0003362,increased vldl cholesterol concentration,HP:0008181,abetalipoproteinemia,yes,no,no,yes,no,yes
HP:0003362,increased vldl cholesterol concentration,HP:0003233,decreased hdl cholesterol concentration,no,yes,no,no,no,no
HP:0012184,increased hdl cholesterol concentration,HP:0010981,hypolipoproteinemia,no,no,no,yes,no,no
HP:0012184,increased hdl cholesterol concentration,HP:0008181,abetalipoproteinemia,no,no,no,yes,no,yes
HP:0012184,increased hdl cholesterol concentration,HP:0031243,decreased vldl cholesterol concentration,no,no,no,yes,no,no
HP:0003141,increased ldl cholesterol concentration,HP:0008181,abetalipoproteinemia,yes,no,no,yes,no,yes
HP:0003141,increased ldl cholesterol concentration,HP:0031243,decreased vldl cholesterol concentration,no,no,no,yes,no,no
HP:0010980,hyperlipoproteinemia,HP:0003563,decreased ldl cholesterol concentration,yes,no,no,yes,yes,yes
HP:0010980,hyperlipoproteinemia,HP:0031242,decreased circulating chylomicron concentration,yes,no,no,no,no,no
HP:0005193,restricted large joint movement,HP:0010510,hypermobility of toe joints,yes,no,no,no,no,no
HP:0001387,joint stiffness,HP:0010510,hypermobility of toe joints,yes,no,no,yes,no,yes
HP:0006064,limited interphalangeal movement,HP:0010510,hypermobility of toe joints,yes,no,no,yes,no,yes
HP:0031013,ankylosis,HP:0010510,hypermobility of toe joints,yes,no,no,yes,no,yes
HP:0005198,stiff interphalangeal joints,HP:0010510,hypermobility of toe joints,yes,no,yes,no,no,yes
HP:0025265,stiff toe,HP:0010510,hypermobility of toe joints,yes,yes,no,yes,yes,yes
HP:0005197,generalized morning stiffness,HP:0010510,hypermobility of toe joints,no,no,no,no,no,yes
HP:0008090,ankylosis of feet small joints,HP:0010510,hypermobility of toe joints,yes,no,no,yes,yes,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0010510,hypermobility of toe joints,yes,no,no,no,no,yes
HP:0011451,primary microcephaly,HP:0004482,relative macrocephaly,yes,no,yes,yes,no,yes
HP:0011451,primary microcephaly,HP:0004481,progressive macrocephaly,yes,no,yes,yes,no,yes
HP:0011451,primary microcephaly,HP:0040194,increased head circumference,yes,no,no,yes,yes,yes
HP:0011451,primary microcephaly,HP:0005490,postnatal macrocephaly,yes,no,yes,yes,no,yes
HP:0004485,cessation of head growth,HP:0000256,macrocephaly,yes,no,yes,yes,no,yes
HP:0004485,cessation of head growth,HP:0004482,relative macrocephaly,yes,no,no,yes,yes,yes
HP:0004485,cessation of head growth,HP:0004488,macrocephaly at birth,yes,no,yes,yes,no,yes
HP:0004485,cessation of head growth,HP:0004481,progressive macrocephaly,yes,no,no,yes,yes,yes
HP:0004485,cessation of head growth,HP:0040194,increased head circumference,yes,no,no,yes,yes,yes
HP:0004485,cessation of head growth,HP:0005490,postnatal macrocephaly,yes,no,no,yes,yes,yes
HP:0000253,progressive microcephaly,HP:0000256,macrocephaly,yes,no,yes,yes,yes,yes
HP:0000253,progressive microcephaly,HP:0004482,relative macrocephaly,yes,no,yes,yes,no,yes
HP:0000253,progressive microcephaly,HP:0004488,macrocephaly at birth,yes,no,yes,no,no,yes
HP:0000253,progressive microcephaly,HP:0040194,increased head circumference,yes,no,no,yes,yes,yes
HP:0000253,progressive microcephaly,HP:0005490,postnatal macrocephaly,yes,no,yes,yes,yes,yes
HP:0005484,secondary microcephaly,HP:0000256,macrocephaly,yes,no,no,yes,yes,yes
HP:0005484,secondary microcephaly,HP:0004482,relative macrocephaly,yes,no,yes,yes,yes,yes
HP:0005484,secondary microcephaly,HP:0004488,macrocephaly at birth,yes,no,no,no,no,yes
HP:0005484,secondary microcephaly,HP:0004481,progressive macrocephaly,yes,no,no,yes,yes,yes
HP:0005484,secondary microcephaly,HP:0040194,increased head circumference,yes,no,no,yes,yes,yes
HP:0000252,microcephaly,HP:0004482,relative macrocephaly,yes,yes,no,yes,yes,yes
HP:0000252,microcephaly,HP:0004481,progressive macrocephaly,yes,no,no,yes,yes,yes
HP:0000252,microcephaly,HP:0005490,postnatal macrocephaly,yes,no,no,no,yes,yes
HP:0000294,low anterior hairline,HP:0000349,widow's peak,no,no,no,yes,no,no
HP:0003682,variable progression rate,HP:0003680,nonprogressive,yes,yes,no,yes,yes,no
HP:0003677,slowly progressive,HP:0003680,nonprogressive,yes,no,no,yes,yes,yes
HP:0003678,rapidly progressive,HP:0003680,nonprogressive,yes,no,no,yes,yes,yes
HP:0100875,hemimacroglossia,HP:0000171,microglossia,yes,yes,yes,yes,no,no
HP:0030284,triangular tongue,HP:0000171,microglossia,no,no,no,yes,no,no
HP:0009126,increased adipose tissue,HP:0003758,reduced subcutaneous adipose tissue,yes,no,no,no,no,no
HP:0009126,increased adipose tissue,HP:0000292,loss of facial adipose tissue,yes,no,no,no,no,no
HP:0009126,increased adipose tissue,HP:0003809,reduced intrathoracic adipose tissue,no,no,no,yes,no,no
HP:0009126,increased adipose tissue,HP:0025128,reduced intraabdominal adipose tissue,yes,no,no,yes,no,no
HP:0009126,increased adipose tissue,HP:0007485,absence of subcutaneous fat,yes,yes,no,no,yes,yes
HP:0009126,increased adipose tissue,HP:0005320,lack of facial subcutaneous fat,yes,no,yes,no,no,no
HP:0009126,increased adipose tissue,HP:0003635,loss of subcutaneous adipose tissue in limbs,no,no,yes,no,yes,yes
HP:0009126,increased adipose tissue,HP:0005995,decreased adipose tissue around neck,no,no,yes,yes,no,no
HP:0009126,increased adipose tissue,HP:0009019,progressive loss of facial adipose tissue,yes,no,no,no,no,no
HP:0009126,increased adipose tissue,HP:0009056,loss of subcutaneous adipose tissue from upper limbs,no,no,yes,no,no,no
HP:0009126,increased adipose tissue,HP:0009002,loss of truncal subcutaneous adipose tissue,yes,no,no,no,yes,yes
HP:0100695,lipedema,HP:0003758,reduced subcutaneous adipose tissue,yes,no,no,yes,yes,yes
HP:0100695,lipedema,HP:0009017,loss of gluteal subcutaneous adipose tissue,yes,no,no,yes,no,yes
HP:0100695,lipedema,HP:0000292,loss of facial adipose tissue,yes,no,no,no,no,no
HP:0100695,lipedema,HP:0003809,reduced intrathoracic adipose tissue,yes,no,no,yes,no,no
HP:0100695,lipedema,HP:0003717,minimal subcutaneous fat,yes,no,no,yes,yes,yes
HP:0100695,lipedema,HP:0040063,decreased adipose tissue,yes,no,no,yes,yes,yes
HP:0100695,lipedema,HP:0025128,reduced intraabdominal adipose tissue,yes,no,no,yes,no,no
HP:0100695,lipedema,HP:0007485,absence of subcutaneous fat,yes,no,no,no,yes,yes
HP:0100695,lipedema,HP:0003635,loss of subcutaneous adipose tissue in limbs,yes,no,no,yes,yes,yes
HP:0100695,lipedema,HP:0005995,decreased adipose tissue around neck,yes,no,no,no,no,no
HP:0100695,lipedema,HP:0009019,progressive loss of facial adipose tissue,yes,no,no,no,no,no
HP:0100695,lipedema,HP:0008887,adipose tissue loss,yes,no,no,yes,yes,yes
HP:0100695,lipedema,HP:0009056,loss of subcutaneous adipose tissue from upper limbs,yes,no,no,no,yes,yes
HP:0100695,lipedema,HP:0009002,loss of truncal subcutaneous adipose tissue,yes,no,no,yes,yes,no
HP:0000468,increased adipose tissue around the neck,HP:0003717,minimal subcutaneous fat,yes,yes,no,yes,no,no
HP:0000468,increased adipose tissue around the neck,HP:0040063,decreased adipose tissue,no,no,no,yes,no,no
HP:0000468,increased adipose tissue around the neck,HP:0007485,absence of subcutaneous fat,yes,yes,no,no,no,no
HP:0000468,increased adipose tissue around the neck,HP:0008887,adipose tissue loss,yes,no,no,no,no,no
HP:0008993,increased intraabdominal fat,HP:0003809,reduced intrathoracic adipose tissue,no,no,no,yes,no,no
HP:0008993,increased intraabdominal fat,HP:0040063,decreased adipose tissue,no,no,no,yes,no,no
HP:0008993,increased intraabdominal fat,HP:0008887,adipose tissue loss,yes,yes,no,yes,yes,yes
HP:0008993,increased intraabdominal fat,HP:0009002,loss of truncal subcutaneous adipose tissue,no,no,no,yes,yes,no
HP:0008985,increased intramuscular fat,HP:0008887,adipose tissue loss,no,no,no,yes,no,no
HP:0009003,increased subcutaneous truncal adipose tissue,HP:0003758,reduced subcutaneous adipose tissue,yes,yes,yes,yes,no,yes
HP:0009003,increased subcutaneous truncal adipose tissue,HP:0000292,loss of facial adipose tissue,no,no,no,yes,no,no
HP:0009003,increased subcutaneous truncal adipose tissue,HP:0040063,decreased adipose tissue,no,no,no,no,no,yes
HP:0009003,increased subcutaneous truncal adipose tissue,HP:0007485,absence of subcutaneous fat,yes,yes,yes,no,yes,yes
HP:0009003,increased subcutaneous truncal adipose tissue,HP:0005320,lack of facial subcutaneous fat,no,no,yes,no,no,no
HP:0009003,increased subcutaneous truncal adipose tissue,HP:0003635,loss of subcutaneous adipose tissue in limbs,no,no,no,no,yes,no
HP:0009003,increased subcutaneous truncal adipose tissue,HP:0009019,progressive loss of facial adipose tissue,no,no,no,yes,yes,no
HP:0009003,increased subcutaneous truncal adipose tissue,HP:0008887,adipose tissue loss,yes,no,no,yes,yes,yes
HP:0006959,proximal spinal muscular atrophy,HP:0012895,scapular muscle hypertrophy,no,no,no,no,no,yes
HP:0006959,proximal spinal muscular atrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,yes
HP:0006959,proximal spinal muscular atrophy,HP:0012894,paraspinal muscle hypertrophy,no,no,no,no,no,yes
HP:0006959,proximal spinal muscular atrophy,HP:0040266,proximal upper limb muscle hypertrophy,yes,no,no,no,no,yes
HP:0006959,proximal spinal muscular atrophy,HP:0003733,thigh hypertrophy,no,no,no,no,no,yes
HP:0006959,proximal spinal muscular atrophy,HP:0003712,skeletal muscle hypertrophy,no,no,no,no,no,yes
HP:0006959,proximal spinal muscular atrophy,HP:0008968,muscle hypertrophy of the lower extremities,no,no,no,no,no,yes
HP:0009130,hand muscle atrophy,HP:0040267,distal upper limb muscle hypertrophy,yes,no,no,yes,no,yes
HP:0009130,hand muscle atrophy,HP:0040266,proximal upper limb muscle hypertrophy,yes,no,no,no,no,no
HP:0009130,hand muscle atrophy,HP:0040265,upper limb muscle hypertrophy,yes,no,no,no,no,no
HP:0009130,hand muscle atrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,no,no,yes
HP:0011399,tibialis anterior muscle atrophy,HP:0040267,distal upper limb muscle hypertrophy,yes,no,no,no,no,no
HP:0011399,tibialis anterior muscle atrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,no
HP:0011399,tibialis anterior muscle atrophy,HP:0008981,calf muscle hypertrophy,yes,no,no,no,no,no
HP:0011399,tibialis anterior muscle atrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,no,no,yes
HP:0011399,tibialis anterior muscle atrophy,HP:0008968,muscle hypertrophy of the lower extremities,yes,no,no,no,no,yes
HP:0040191,rectus femoris muscle atrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,no
HP:0040191,rectus femoris muscle atrophy,HP:0003733,thigh hypertrophy,yes,no,no,yes,yes,yes
HP:0040191,rectus femoris muscle atrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,no,no,yes
HP:0040191,rectus femoris muscle atrophy,HP:0008968,muscle hypertrophy of the lower extremities,yes,no,no,no,no,yes
HP:0007269,spinal muscular atrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,yes
HP:0007269,spinal muscular atrophy,HP:0008981,calf muscle hypertrophy,no,no,no,no,no,yes
HP:0007269,spinal muscular atrophy,HP:0012894,paraspinal muscle hypertrophy,yes,no,no,no,no,yes
HP:0007269,spinal muscular atrophy,HP:0040266,proximal upper limb muscle hypertrophy,no,no,no,no,no,yes
HP:0007269,spinal muscular atrophy,HP:0040265,upper limb muscle hypertrophy,yes,no,no,no,no,yes
HP:0007269,spinal muscular atrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,yes,no,yes
HP:0007269,spinal muscular atrophy,HP:0008968,muscle hypertrophy of the lower extremities,yes,no,no,no,no,yes
HP:0008955,progressive distal muscular atrophy,HP:0040267,distal upper limb muscle hypertrophy,yes,no,no,no,no,yes
HP:0008955,progressive distal muscular atrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,yes
HP:0008955,progressive distal muscular atrophy,HP:0008981,calf muscle hypertrophy,no,no,no,no,no,yes
HP:0008955,progressive distal muscular atrophy,HP:0012894,paraspinal muscle hypertrophy,no,no,no,no,no,yes
HP:0008955,progressive distal muscular atrophy,HP:0040266,proximal upper limb muscle hypertrophy,yes,no,no,no,no,no
HP:0008955,progressive distal muscular atrophy,HP:0040265,upper limb muscle hypertrophy,no,no,no,no,no,yes
HP:0008955,progressive distal muscular atrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,no,no,yes
HP:0008955,progressive distal muscular atrophy,HP:0008968,muscle hypertrophy of the lower extremities,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0040267,distal upper limb muscle hypertrophy,no,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0012895,scapular muscle hypertrophy,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0008981,calf muscle hypertrophy,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0012892,facial muscle hypertrophy,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0012894,paraspinal muscle hypertrophy,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0040266,proximal upper limb muscle hypertrophy,no,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0040265,upper limb muscle hypertrophy,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0003733,thigh hypertrophy,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0012893,neck muscle hypertrophy,no,no,no,no,no,yes
HP:0008964,nonprogressive muscular atrophy,HP:0008968,muscle hypertrophy of the lower extremities,yes,no,no,no,no,yes
HP:0008954,intrinsic hand muscle atrophy,HP:0040267,distal upper limb muscle hypertrophy,yes,no,no,yes,no,yes
HP:0008954,intrinsic hand muscle atrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,no
HP:0008954,intrinsic hand muscle atrophy,HP:0040265,upper limb muscle hypertrophy,yes,no,no,no,no,no
HP:0008954,intrinsic hand muscle atrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,no,no,yes
HP:0007126,proximal amyotrophy,HP:0040267,distal upper limb muscle hypertrophy,yes,no,no,no,no,no
HP:0007126,proximal amyotrophy,HP:0012895,scapular muscle hypertrophy,yes,no,no,no,no,yes
HP:0007126,proximal amyotrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,no
HP:0007126,proximal amyotrophy,HP:0008981,calf muscle hypertrophy,yes,no,no,no,no,no
HP:0007126,proximal amyotrophy,HP:0012894,paraspinal muscle hypertrophy,yes,no,no,no,no,no
HP:0007126,proximal amyotrophy,HP:0040266,proximal upper limb muscle hypertrophy,yes,no,no,no,no,yes
HP:0007126,proximal amyotrophy,HP:0040265,upper limb muscle hypertrophy,yes,no,no,no,no,yes
HP:0007126,proximal amyotrophy,HP:0003733,thigh hypertrophy,no,no,no,no,no,yes
HP:0007126,proximal amyotrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,no,no,yes
HP:0007126,proximal amyotrophy,HP:0012893,neck muscle hypertrophy,yes,no,no,no,no,no
HP:0007126,proximal amyotrophy,HP:0008968,muscle hypertrophy of the lower extremities,yes,no,no,no,no,no
HP:0008956,proximal lower limb amyotrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,no
HP:0008956,proximal lower limb amyotrophy,HP:0008981,calf muscle hypertrophy,yes,no,no,no,no,no
HP:0008956,proximal lower limb amyotrophy,HP:0012894,paraspinal muscle hypertrophy,yes,no,no,no,no,no
HP:0008956,proximal lower limb amyotrophy,HP:0003733,thigh hypertrophy,yes,no,no,no,no,yes
HP:0008956,proximal lower limb amyotrophy,HP:0003712,skeletal muscle hypertrophy,yes,no,no,no,no,yes
HP:0008956,proximal lower limb amyotrophy,HP:0008968,muscle hypertrophy of the lower extremities,yes,no,no,no,no,yes
HP:0007210,lower limb amyotrophy,HP:0040267,distal upper limb muscle hypertrophy,yes,no,no,no,no,no
HP:0007210,lower limb amyotrophy,HP:0003720,generalized muscle hypertrophy,yes,no,no,no,no,no
HP:0007210,lower limb amyotrophy,HP:0008981,calf muscle hypertrophy,yes,no,no,no,yes,yes
HP:0007210,lower limb amyotrophy,HP:0012894,paraspinal muscle hypertrophy,yes,no,no,no,no,no
HP:0007210,lower limb amyotrophy,HP:0040266,proximal upper limb muscle hypertrophy,yes,no,no,no,no,no
