id1,id2,logical,text,inherit,term1,term2,inverse_verified_by_llm
HP:0001611,HP:0100271,f,t,f,Hypernasal speech,Hyponasal speech,yes
HP:0006127,HP:0010241,t,t,f,Long proximal phalanx of finger,Short proximal phalanx of finger,yes
HP:0004923,HP:0500141,t,t,f,Hyperphenylalaninemia,Hypophenylalaninemia,yes
HP:0012250,HP:0012251,f,t,f,ST segment depression,ST segment elevation,yes
HP:0000837,HP:0030339,t,t,f,Increased circulating gonadotropin level,Decreased circulating gonadotropin concentration,yes
HP:0100194,HP:0100199,t,t,f,Enlarged epiphysis of the proximal phalanx of the 4th toe,Small epiphysis of the proximal phalanx of the 4th toe,yes
HP:0004330,HP:0004331,t,t,f,Increased skull ossification,Decreased skull ossification,yes
HP:0012341,HP:0012342,f,t,f,Microprolactinoma,Macroprolactinoma,yes
HP:0033200,HP:0033204,f,t,f,Triceps hyporeflexia,Triceps hyperreflexia,yes
HP:0007840,HP:0040054,t,t,f,Long upper eyelashes,Short upper eyelashes,yes
HP:0033201,HP:0033205,f,t,f,Biceps hyporeflexia,Biceps hyperreflexia,yes
HP:0002395,HP:0002600,t,t,f,Lower limb hyperreflexia,Hyporeflexia of lower limbs,yes
HP:0002152,HP:0003075,f,t,f,Hyperproteinemia,Hypoproteinemia,yes
HP:0000117,HP:0005571,f,t,f,Renal phosphate wasting,Increased renal tubular phosphate reabsorption,yes
HP:0009222,HP:0009396,t,f,f,Small epiphysis of the middle phalanx of the 4th finger,Enlarged epiphyses of the 4th finger,no
HP:0012353,HP:0012354,f,t,f,Decreased fucosylation of N-linked protein glycosylation,Increased fucosylation of N-linked protein glycosylation,yes
HP:0012356,HP:0012357,f,t,f,Decreased mannosylation of N-linked protein glycosylation,Increased mannosylation of N-linked protein glycosylation,yes
HP:0000337,HP:0000341,t,t,f,Broad forehead,Narrow forehead,yes
HP:0025547,HP:0025548,f,t,f,Decreased mean corpuscular hemoglobin concentration,Increased mean corpuscular hemoglobin concentration,yes
HP:0034073,HP:0034074,f,t,f,Reduced fetal long bone echogenicity,Increased fetal long bone echogenicity,yes
HP:0005272,HP:0010801,f,t,f,Prominent nasolabial fold,Underdeveloped nasolabial fold,yes
HP:5200315,HP:5200320,f,t,f,Amplification of relationship seeking,Diminishment of relationship seeking,yes
HP:0003113,HP:0011423,t,t,f,Hypochloremia,Hyperchloremia,yes
HP:0003565,HP:0025022,f,t,f,Elevated erythrocyte sedimentation rate,Decreased erythrocyte sedimentation rate,yes
HP:0033972,HP:0033973,f,t,f,Interlobular vein medial atrophy,Interlobular vein medial hypertrophy,yes
HP:0010911,HP:0500143,t,t,f,Hyperleucinemia,Hypoleucinemia,yes
HP:0000276,HP:0011219,t,t,f,Long face,Short face,yes
HP:0005404,HP:0010976,t,t,f,Increased B cell count,B lymphocytopenia,yes
HP:0003081,HP:0012364,t,t,f,Increased urinary potassium,Decreased urinary potassium,yes
HP:0011487,HP:0100689,t,t,f,Increased corneal thickness,Decreased corneal thickness,yes
HP:0003785,HP:0034201,f,t,f,Decreased CSF homovanillic acid concentration,Increased CSF homovanillic acid concentration,yes
HP:0410186,HP:0410187,t,t,f,Increased glucose-6-phosphate dehydrogenase level in tissue,Decreased glucose-6-phosphate dehydrogenase level in tissue,yes
HP:0009148,HP:0009385,t,f,f,Small epiphysis of the distal phalanx of the 5th finger,Enlarged epiphyses of the 5th finger,no
HP:0500236,HP:0500237,t,t,f,Increased CSF histidine concentration,Decreased CSF histidine concentration,yes
HP:0004488,HP:0011451,f,t,f,Macrocephaly at birth,Primary microcephaly,yes
HP:0030851,HP:0030852,f,t,f,Low pulse pressure,High pulse pressure,yes
HP:0009051,HP:0012270,t,t,f,Increased muscle glycogen content,Decreased muscle glycogen content,yes
HP:0004349,HP:0011001,t,t,f,Reduced bone mineral density,Increased bone mineral density,yes
HP:0034901,HP:0100513,f,t,f,Increased circulating vitamin E concentration,Decreased circulating vitamin E concentration,yes
HP:0031215,HP:0034589,f,t,f,Decreased circulating dehydroepiandrosterone-sulfate concentration,Increased circulating dehydroepiandrosterone-sulfate concentration,yes
HP:0003375,HP:0008798,t,f,f,Narrow greater sciatic notch,Widened greater sciatic notch,yes
HP:0009413,HP:0009418,t,t,f,Enlarged epiphyses of the 3rd finger,Small epiphyses of the 3rd finger,yes
HP:0009689,HP:0009694,t,t,f,Enlarged thumb epiphysis,Small thumb epiphysis,yes
HP:0010980,HP:0010981,t,t,f,Hyperlipoproteinemia,Hypolipoproteinemia,yes
HP:0001888,HP:0100827,t,f,f,Lymphopenia,Lymphocytosis,yes
HP:0007988,HP:0011512,t,f,f,Macular hypopigmentation,Hyperpigmentation of the fundus,yes
HP:0009667,HP:0009694,t,f,f,Enlarged epiphysis of the proximal phalanx of the thumb,Small thumb epiphysis,yes
HP:4000050,HP:4000051,f,t,f,Open fracture,Closed fracture,yes
HP:0000053,HP:0008734,t,t,f,Macroorchidism,Decreased testicular size,yes
HP:0001196,HP:0011417,t,t,f,Short umbilical cord,Long umbilical cord,yes
HP:0012604,HP:0012605,t,t,f,Hyponatriuria,Hypernatriuria,yes
HP:0030377,HP:0030378,f,t,f,Increased proportion of immature B cells,Decreased proportion of immature B cells,yes
HP:0009396,HP:0009401,t,t,f,Enlarged epiphyses of the 4th finger,Small epiphyses of the 4th finger,yes
HP:0009264,HP:0009401,t,f,f,Enlarged epiphysis of the proximal phalanx of the 4th finger,Small epiphyses of the 4th finger,no
HP:0000953,HP:0001010,t,t,f,Hyperpigmentation of the skin,Hypopigmentation of the skin,yes
HP:0003090,HP:0003371,f,t,f,Hypoplasia of the capital femoral epiphysis,Enlargement of the proximal femoral epiphysis,yes
HP:0009491,HP:0009496,t,t,f,Enlarged epiphyses of the 2nd finger,Small epiphyses of the 2nd finger,yes
HP:0031819,HP:0031820,f,t,f,Increased waist to hip ratio,Decreased waist to hip ratio,yes
HP:0046503,HP:0046504,f,t,f,Increased libido,Decreased libido,yes
HP:0003646,HP:0045011,t,t,f,Bicarbonaturia,Decreased urine bicarbonate concentration,yes
HP:0005170,HP:0005178,f,t,f,Complete heart block with broad QRS complexes,Complete heart block with narrow QRS complexes,no
HP:0001513,HP:0004326,t,f,f,Obesity,Cachexia,yes
HP:0010165,HP:0010585,t,f,f,Enlarged epiphyses of the toes,Small epiphyses,yes
HP:0001176,HP:0200055,t,t,f,Large hands,Small hand,yes
HP:0009206,HP:0009390,t,f,f,Enlarged epiphysis of the middle phalanx of the 5th finger,Small epiphyses of the 5th finger,no
HP:0032351,HP:0500224,t,f,f,Phenylalaninuria,Decreased CSF phenylalanine concentration,yes
HP:0001376,HP:0001382,t,t,f,Limitation of joint mobility,Joint hypermobility,yes
HP:0000044,HP:0000815,f,t,f,Hypogonadotropic hypogonadism,Hypergonadotropic hypogonadism,yes
HP:0002149,HP:0003537,t,t,f,Hyperuricemia,Hypouricemia,yes
HP:0009672,HP:0010271,t,f,f,Small epiphysis of the proximal phalanx of the thumb,Enlarged epiphyses of the proximal phalanges of the hand,no
HP:0031214,HP:0034908,f,t,f,Decreased circulating dehydroepiandrosterone concentration,Increased circulating dehydroepiandrosterone concentration,yes
HP:0033911,HP:0033912,f,t,f,Cortical radial artery medial hypertrophy,Cortical radial artery medial atrophy,yes
HP:0500212,HP:0500213,t,t,f,Increased CSF threonine concentration,Decreased CSF threonine concentration,yes
HP:0012238,HP:0031242,t,t,f,Increased circulating chylomicron concentration,Decreased circulating chylomicron concentration,yes
HP:0001722,HP:0009805,f,t,f,High-output congestive heart failure,Low-output congestive heart failure,yes
HP:0000239,HP:0005486,t,t,f,Large fontanelles,Small fontanelle,yes
HP:0001805,HP:0001816,t,t,f,Onychogryphosis,Thin nail,yes
HP:0001899,HP:0031851,f,t,f,Increased hematocrit,Reduced hematocrit,yes
HP:0001769,HP:0001786,f,t,f,Broad foot,Narrow foot,yes
HP:0011433,HP:0011434,f,t,f,High maternal circulating chorionic gonadotropin concentration,Low maternal circulating chorionic gonadotropin concentration,yes
HP:0004528,HP:0004554,f,t,f,Generalized hypotrichosis,Generalized hypertrichosis,yes
HP:0100160,HP:0100165,t,t,f,Enlarged epiphysis of the proximal phalanx of the 3rd toe,Small epiphysis of the proximal phalanx of the 3rd toe,yes
HP:0000829,HP:0000843,t,t,f,Hypoparathyroidism,Hyperparathyroidism,yes
HP:0410214,HP:0410215,t,t,f,Hypercapnia in cord blood,Hypocapnia in cord blood,yes
HP:0012857,HP:0012858,f,t,f,Increased scrotal rugation,Decreased scrotal rugation,yes
HP:0000040,HP:0000054,f,t,f,Long penis,Micropenis,yes
HP:0031873,HP:0031874,f,t,f,Early chronotype,Late chronotype,yes
HP:0001315,HP:0001347,f,t,f,Reduced tendon reflexes,Hyperreflexia,yes
HP:0040053,HP:0040055,t,t,f,Long lower eyelashes,Short lower eyelashes,yes
HP:0009338,HP:0009343,t,t,f,Enlarged epiphysis of the distal phalanx of the 3rd finger,Small epiphysis of the distal phalanx of the 3rd finger,yes
HP:0012416,HP:0410215,t,f,f,Hypercapnia,Hypocapnia in cord blood,yes
HP:0030795,HP:0030796,f,t,f,Reduced C-peptide level,Increased C-peptide level,yes
HP:0040013,HP:0040014,t,t,f,Decreased mitochondrial number,Increased mitochondrial number,yes
HP:0410245,HP:0410246,t,t,f,Decreased circulating IgD concentration,Increased circulating IgD concentration,yes
HP:0012655,HP:0012656,t,f,f,Elevated CSF dopamine concentration,Reduced CSF dopamine concentration,yes
HP:0012132,HP:0012133,t,t,f,Erythroid hyperplasia,Erythroid hypoplasia,yes
HP:0031861,HP:0031862,f,t,f,Decreased heart rate variability,Increased heart rate variability,yes
HP:0410342,HP:0410343,t,t,f,Increased circulating heparan sulfate level,Decreased circulating heparan sulfate level,yes
HP:0100085,HP:0100205,t,f,f,Small epiphyses of the 5th toe,Enlarged epiphysis of the distal phalanx of the 5th toe,no
HP:0003259,HP:0012101,t,t,f,Elevated circulating creatinine concentration,Decreased serum creatinine,yes
HP:0000347,HP:0040309,f,t,f,Micrognathia,Increased size of the mandible,yes
HP:0032430,HP:0032431,f,t,f,Increased HDL3b concentration,Decreased HDL3b concentration,yes
HP:0005990,HP:0008249,t,t,f,Thyroid hypoplasia,Thyroid hyperplasia,yes
HP:0003212,HP:0005479,t,t,f,Increased circulating IgE concentration,Decreased circulating IgE concentration,yes
HP:0001169,HP:0004283,t,t,f,Broad palm,Narrow palm,yes
HP:0004330,HP:0005474,t,f,f,Increased skull ossification,Decreased calvarial ossification,yes
HP:0009882,HP:0012299,t,t,f,Short distal phalanx of finger,Long distal phalanx of finger,yes
HP:0025684,HP:0025685,f,t,f,Decreased amyloid beta 42 peptide CSF concentration,Increased amyloid beta 42 peptide CSF concentration,yes
HP:0002673,HP:0002812,t,f,f,Coxa valga,Coxa vara,yes
HP:0410178,HP:0410188,t,f,f,Increased glucose-6-phosphate dehydrogenase level in blood,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,no
HP:0011512,HP:0040030,t,f,f,Hyperpigmentation of the fundus,Chorioretinal hypopigmentation,yes
HP:0040329,HP:0040332,f,t,f,Multifocal hyperintensity of cerebral white matter on MRI,Multifocal hypointensity of cerebral white matter on MRI,yes
HP:0012339,HP:0012340,f,t,f,Increased resting energy expenditure,Decreased resting energy expenditure,yes
HP:0000272,HP:0010620,f,t,f,Malar flattening,Malar prominence,yes
HP:0000860,HP:0008208,t,t,f,Parathyroid hypoplasia,Parathyroid hyperplasia,yes
HP:0008972,HP:0040015,t,t,f,Decreased activity of mitochondrial respiratory chain,Increased activity of mitochondrial respiratory chain,yes
HP:0032097,HP:0032098,t,t,f,Hypermanganesemia,Hypomanganesemia,yes
HP:0033765,HP:0100613,f,t,f,Death in late adulthood,Death in early adulthood,yes
HP:0000275,HP:0000283,t,t,f,Narrow face,Broad face,yes
HP:0009158,HP:0009159,t,t,f,Enlarged epiphysis of the proximal phalanx of the 5th finger,Small epiphysis of the proximal phalanx of the 5th finger,yes
HP:0002750,HP:0005616,t,f,f,Delayed skeletal maturation,Accelerated skeletal maturation,yes
HP:0001649,HP:0001662,f,t,f,Tachycardia,Bradycardia,yes
HP:5200322,HP:5200328,f,t,f,Amplification of emotional expression,Diminishment of emotional expression,yes
HP:0025484,HP:6000244,f,t,f,Increased circulating thyroglobulin concentration,Decreased circulating thyroglobulin concentration,yes
HP:0034174,HP:0034175,f,t,f,Reduced circulating interleukin 27 concentration,Increased circulating interleukin 27 concentration,yes
HP:0002395,HP:0011808,t,f,f,Lower limb hyperreflexia,Decreased patellar reflex,yes
HP:0002901,HP:0003072,t,t,f,Hypocalcemia,Hypercalcemia,yes
HP:0008214,HP:0025134,t,t,f,Decreased serum estradiol,Increased serum estradiol,yes
HP:0011899,HP:0011900,f,t,f,Hyperfibrinogenemia,Hypofibrinogenemia,yes
HP:0025585,HP:0031725,f,t,f,Hyperphoria,Hypophoria,yes
HP:0040030,HP:0040031,t,t,f,Chorioretinal hypopigmentation,Chorioretinal hyperpigmentation,yes
HP:0500134,HP:0500135,t,t,f,Hypertryptophanemia,Hypotryptophanemia,yes
HP:0000431,HP:0000446,f,t,f,Wide nasal bridge,Narrow nasal bridge,yes
HP:0000303,HP:0000347,f,t,f,Mandibular prognathia,Micrognathia,yes
HP:0002902,HP:0003228,t,t,f,Hyponatremia,Hypernatremia,yes
HP:0410389,HP:0410396,f,t,f,"Decreased proportion of central memory CD8-positive, alpha-beta T cells","Increased proportion of central memory CD8-positive, alpha-beta T cells",yes
HP:0009194,HP:0010580,t,f,f,Small epiphyses of the metacarpals,Enlarged epiphyses,yes
HP:0010679,HP:0010683,t,f,f,Elevated tissue non-specific alkaline phosphatase,Low tissue non-specific alkaline phosphatase,yes
HP:0034237,HP:0034238,f,t,f,Open neural tube defect,Closed neural tube defect,no
HP:0012801,HP:0012802,t,t,f,Narrow jaw,Broad jaw,yes
HP:0032138,HP:0032300,f,t,f,Decreased circulating IgG4 concentration,Increased circulating IgG4 level,yes
HP:0000455,HP:0011832,f,t,f,Broad nasal tip,Narrow nasal tip,yes
HP:0009349,HP:0009354,t,t,f,Enlarged epiphysis of the proximal phalanx of the 3rd finger,Small epiphysis of the proximal phalanx of the 3rd finger,yes
HP:0002904,HP:0033480,t,t,f,Hyperbilirubinemia,Hypobilirubinemia,yes
HP:0100125,HP:0100130,t,t,f,Enlarged epiphysis of the proximal phalanx of the 2nd toe,Small epiphysis of the proximal phalanx of the 2nd toe,yes
HP:0032420,HP:0032421,f,t,f,Increased HDL2a concentration,Decreased HDL2a concentration,yes
HP:0500197,HP:0500198,t,t,f,Increased CSF glutamine concentration,Decreased CSF glutamine concentration,yes
HP:0410352,HP:0410353,f,t,f,Increased complex N-glycan level,Decreased complex N-glycan level,yes
HP:0010669,HP:0012370,f,t,f,Hypoplasia of the zygomatic bone,Prominence of the zygomatic bone,yes
HP:0001880,HP:0031891,t,f,f,Eosinophilia,Decreased eosinophil count,yes
HP:6000126,HP:6000523,f,t,f,Decreased urinary bile acid level,Increased urinary bile acid level,yes
HP:0002150,HP:0003127,t,t,f,Hypercalciuria,Hypocalciuria,yes
HP:0002866,HP:0008818,f,t,f,Hypoplastic iliac wing,Large iliac wing,yes
HP:0005518,HP:0025066,f,t,f,Increased mean corpuscular volume,Decreased mean corpuscular volume,yes
HP:0500190,HP:0500191,t,t,f,Decreased CSF leucine concentration,Increased CSF leucine concentration,yes
HP:0011246,HP:0011247,f,t,f,Underdeveloped superior crus of antihelix,Prominent superior crus of antihelix,yes
HP:0003038,HP:0003085,f,t,f,Fibular hypoplasia,Long fibula,yes
HP:0004852,HP:0008318,t,f,f,Reduced leukocyte alkaline phosphatase,Elevated leukocyte alkaline phosphatase,yes
HP:0031937,HP:5200038,f,t,f,Tachylalia,Bradylalia,yes
HP:0003167,HP:0500162,t,f,f,Carnosinuria,Decreased circulating carnosine concentration,yes
HP:0003138,HP:0031969,t,t,f,Increased blood urea nitrogen,Reduced blood urea nitrogen,yes
HP:0010442,HP:0012165,t,f,f,Polydactyly,Oligodactyly,yes
HP:0030088,HP:0040171,t,t,f,Increased serum testosterone level,Decreased serum testosterone concentration,yes
HP:0000237,HP:0000260,f,t,f,Small anterior fontanelle,Wide anterior fontanel,yes
HP:0012809,HP:0012810,f,t,f,Narrow nasal base,Wide nasal base,yes
HP:0009253,HP:0009401,t,f,f,Enlarged epiphysis of the distal phalanx of the 4th finger,Small epiphyses of the 4th finger,yes
HP:0033532,HP:0033533,f,t,f,Decreased cardiac output,Increased cardiac output,yes
HP:0040260,HP:0040261,t,t,f,Decreased size of nasopharyngeal adenoids,Increased size of nasopharyngeal adenoids,yes
HP:0000089,HP:0000105,f,t,f,Renal hypoplasia,Enlarged kidney,yes
HP:0500181,HP:0500182,t,t,f,Hypertaurinemia,Hypotaurinemia,yes
HP:0002148,HP:0002905,t,t,f,Hypophosphatemia,Hyperphosphatemia,yes
HP:0000821,HP:0000836,t,t,f,Hypothyroidism,Hyperthyroidism,yes
HP:0011788,HP:0032210,t,t,f,Increased circulating free T3,Decreased circulating free T3,yes
HP:0000846,HP:0002717,t,f,f,Adrenal insufficiency,Adrenal overactivity,yes
HP:0012419,HP:0410213,t,f,f,Hyperoxemia,Hypoxemia in cord blood,yes
HP:0007048,HP:0012697,t,t,f,Large basal ganglia,Small basal ganglia,yes
HP:0500077,HP:0500079,f,t,f,Alternating hyperphoria,Alternating hypophoria,no
HP:0033530,HP:0033531,f,t,f,Increased cardiac index,Decreased cardiac index,yes
HP:0020291,HP:0020292,f,t,f,Increased lymph-node cellular CD20 expression,Decreased lymph-node cellular CD20 expression,yes
HP:0011105,HP:0011106,f,t,f,Hypervolemia,Hypovolemia,yes
HP:0010170,HP:0100058,t,f,f,Small epiphyses of the toes,Enlarged epiphyses of the 3rd toe,yes
HP:0002716,HP:0002732,t,t,f,Lymphadenopathy,Lymph node hypoplasia,yes
HP:0033202,HP:0033203,f,t,f,Brachioradialis hyporeflexia,Brachioradialis hyperreflexia,yes
HP:0034177,HP:0034178,f,t,f,Reduced circulating interleukin 17A concentration,Increased circulating interleukin 17A concentration,yes
HP:0001403,HP:0001414,f,t,f,Macrovesicular hepatic steatosis,Microvesicular hepatic steatosis,yes
HP:0000966,HP:0000975,f,t,f,Hypohidrosis,Hyperhidrosis,yes
HP:0003124,HP:0003146,t,t,f,Hypercholesterolemia,Hypocholesterolemia,yes
HP:0009329,HP:0010260,t,f,f,Small epiphysis of the middle phalanx of the 3rd finger,Enlarged epiphyses of the middle phalanges of the hand,yes
HP:0033091,HP:0500133,t,f,f,Tyrosinuria,Hypotyrosinemia,yes
HP:0000336,HP:0009891,f,t,f,Prominent supraorbital ridges,Underdeveloped supraorbital ridges,yes
HP:0000938,HP:0011001,t,f,f,Osteopenia,Increased bone mineral density,yes
HP:0000350,HP:0002003,t,t,f,Small forehead,Large forehead,yes
HP:0000060,HP:0008665,f,t,f,Clitoral hypoplasia,Clitoral hypertrophy,yes
HP:0000253,HP:0040194,t,f,f,Progressive microcephaly,Increased head circumference,yes
HP:0000253,HP:0004481,t,t,f,Progressive microcephaly,Progressive macrocephaly,yes
HP:0000848,HP:0003351,t,t,f,Increased circulating renin concentration,Decreased circulating renin concentration,yes
HP:0003022,HP:0003988,f,t,f,Hypoplasia of the ulna,Long ulna,yes
HP:0008151,HP:0032198,f,t,f,Prolonged prothrombin time,Decreased prothrombin time,yes
HP:0007975,HP:0032013,f,t,f,Hypometric horizontal saccades,Hypermetric horizontal saccades,yes
