hpo_id1,hpo_term1,hpo_id2,hpo_term2,strict,inverse_verified_by_llm
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0009418,Small epiphyses of the 3rd finger,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0009496,Small epiphyses of the 2nd finger,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009217,Enlarged epiphysis of the middle phalanx of the 4th finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009253,Enlarged epiphysis of the distal phalanx of the 4th finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009264,Enlarged epiphysis of the proximal phalanx of the 4th finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009324,Enlarged epiphysis of the middle phalanx of the 3rd finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009338,Enlarged epiphysis of the distal phalanx of the 3rd finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009349,Enlarged epiphysis of the proximal phalanx of the 3rd finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009385,Enlarged epiphyses of the 5th finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009396,Enlarged epiphyses of the 4th finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009413,Enlarged epiphyses of the 3rd finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009491,Enlarged epiphyses of the 2nd finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009148,Small epiphysis of the distal phalanx of the 5th finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,t,yes
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009222,Small epiphysis of the middle phalanx of the 4th finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009258,Small epiphysis of the distal phalanx of the 4th finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009269,Small epiphysis of the proximal phalanx of the 4th finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009329,Small epiphysis of the middle phalanx of the 3rd finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009343,Small epiphysis of the distal phalanx of the 3rd finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009354,Small epiphysis of the proximal phalanx of the 3rd finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009390,Small epiphyses of the 5th finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009401,Small epiphyses of the 4th finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009418,Small epiphyses of the 3rd finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009496,Small epiphyses of the 2nd finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009217,Enlarged epiphysis of the middle phalanx of the 4th finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009253,Enlarged epiphysis of the distal phalanx of the 4th finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009264,Enlarged epiphysis of the proximal phalanx of the 4th finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009324,Enlarged epiphysis of the middle phalanx of the 3rd finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009338,Enlarged epiphysis of the distal phalanx of the 3rd finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009349,Enlarged epiphysis of the proximal phalanx of the 3rd finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009385,Enlarged epiphyses of the 5th finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009396,Enlarged epiphyses of the 4th finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009413,Enlarged epiphyses of the 3rd finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009491,Enlarged epiphyses of the 2nd finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009159,Small epiphysis of the proximal phalanx of the 5th finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0010116,Enlarged epiphyses of the hallux,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0010165,Enlarged epiphyses of the toes,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0010580,Enlarged epiphyses,t,yes
HP:0009194,Small epiphyses of the metacarpals,HP:0100047,Enlarged epiphyses of the 2nd toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100058,Enlarged epiphyses of the 3rd toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100069,Enlarged epiphyses of the 4th toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100080,Enlarged epiphyses of the 5th toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0009194,Small epiphyses of the metacarpals,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,t,yes
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009222,Small epiphysis of the middle phalanx of the 4th finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009258,Small epiphysis of the distal phalanx of the 4th finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009269,Small epiphysis of the proximal phalanx of the 4th finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009329,Small epiphysis of the middle phalanx of the 3rd finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009343,Small epiphysis of the distal phalanx of the 3rd finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009354,Small epiphysis of the proximal phalanx of the 3rd finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009390,Small epiphyses of the 5th finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009401,Small epiphyses of the 4th finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009418,Small epiphyses of the 3rd finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009496,Small epiphyses of the 2nd finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009217,Enlarged epiphysis of the middle phalanx of the 4th finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009253,Enlarged epiphysis of the distal phalanx of the 4th finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009264,Enlarged epiphysis of the proximal phalanx of the 4th finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009324,Enlarged epiphysis of the middle phalanx of the 3rd finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009338,Enlarged epiphysis of the distal phalanx of the 3rd finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009349,Enlarged epiphysis of the proximal phalanx of the 3rd finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009385,Enlarged epiphyses of the 5th finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009396,Enlarged epiphyses of the 4th finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009413,Enlarged epiphyses of the 3rd finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009491,Enlarged epiphyses of the 2nd finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
